"true_treatment_ordered","session","period","group","game","global_group","chat_decent","chat_advice","chat_cent","strategy1","strategy2","coordinate","coordinate_safe","coordinate_efficient","coordinate_other","payoff_b1","payoff_b2","payoff_manager","any_suggestion","suggest_safe","suggest_efficient","last_suggest_efficient","agree_proposal","discuss_coordinate","discuss_fairness","discuss_efficient","discuss_rules","discuss_howtoplay","explanation","ask_game","receive_report","truthful","falsehood","contradict","disagreement","neither_report","truth_a1","truth_a2","false_a1","false_a2","nummess_man","nummess_agent","man_suggest_safe","man_suggest_efficient","man_agree_proposal","man_discuss_coordinate","man_discuss_fairness","man_discuss_efficient","man_discuss_rules","man_discuss_howtoplay","man_explanation","man_ask_game"
"CH-MC","33","6","6","3","3306","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0.33333334","0.66666669","0.5","0","0.66666669","1","0","0.5","0.5","0","0","0","0.5","0.5","0.5","0","0","8","30","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","7","6","4","3306","0","0","1","1","1","1","0","0","1","14","42","56","1","1","0.5","0","0.5","0","1","1","0","0.66666669","0.66666669","0","0.5","0.5","0","0","0","0.5","0.5","0.5","0","0","8","29","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","8","6","4","3306","0","0","1","5","5","1","0","0","1","50","22","72","1","0","0","0","1","0.33333334","0.66666669","1","0","0","0","0","1","1","0","0","0","0","0","1","0","0","8","22","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","9","6","5","3306","0","0","1","3","3","1","1","0","0","32","32","64","1","1","0.5","0","0","0","1","0","0.66666669","0","0.66666669","0","0.5","0.5","0","0","0","0.5","0.5","0.5","0","0","7","30","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","10","6","1","3306","0","0","1","1","1","1","0","1","0","26","54","80","1","1","1","1","1","0.33333334","1","1","0","0.33333334","0.66666669","1","1","1","0","0","0","0","1","1","0","0","13","25","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","11","6","2","3306","0","0","1","5","5","1","0","0","1","42","14","56","1","0","0","0","1","0","0.66666669","0","0.33333334","0","0.33333334","0","1","1","0","0","0","0","1","1","0","0","4","21","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","12","6","3","3306","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","1","1","0","0.66666669","0.33333334","0","0.5","0.5","0","0","0","0.5","0.5","0.5","0","0","6","25","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","13","6","4","3306","0","0","1","1","1","1","0","0","1","14","42","56","1","0","0.5","0","1","0","0.66666669","0.5","0","0","0","0","0.5","0.5","0","0","0","0.5","0.5","0.5","0","0","5","13","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","14","6","5","3306","0","0","1","5","5","1","0","1","0","54","26","80","1","0","1","1","0.5","0","0","0.5","0","0","0","0","1","1","0","0","0","0","1","1","0","0","8","19","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","15","6","2","3306","0","0","1","3","3","1","1","0","0","36","36","72","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","14","20","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","16","6","4","3306","0","0","1","1","1","1","0","0","1","14","42","56","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","8","25","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","17","6","1","3306","0","0","1","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","0.33333334","0.5","0","0.33333334","0.33333334","0","1","1","0","0","0","0","1","1","0","0","8","28","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","18","6","3","3306","0","0","1","5","5","1","0","0","1","46","18","64","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","10","26","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","1","6","2","3406","0","0","1","4","2","0","0","0","0","11","19","30","1","0","1","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","2","6","2","3406","0","0","1","2","2","1","0","1","0","33","47","80","1","0","1","1","0.5","0","0.66666669","1","0","0.33333334","1","0","0","0","0","0","0","1","0","0","0","0","3","8","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","3","6","3","3406","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0.66666669","1","0.33333334","0","0.33333334","0","1","1","0","0","0","0","1","0","0","0","3","6","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","4","6","5","3406","0","0","1","5","5","1","0","1","0","54","26","80","1","0","1","1","0.5","0","0.66666669","0","0","0","0.33333334","1","1","1","0","0","0","0","1","1","0","0","4","11","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","5","6","1","3406","0","0","1","3","3","1","1","0","0","32","32","64","1","1","1","0","1","0","1","0.5","0","0.33333334","0","0.5","1","1","0","0","0","0","1","0","0","0","5","7","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","6","6","3","3406","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","0.5","0","0","0.33333334","0","1","1","0","0","0","0","1","0","0","0","2","7","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","7","6","4","3406","0","0","1","4","4","1","0","1","0","47","33","80","1","0","1","1","0.5","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","8","6","4","3406","0","0","1","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","1","0","0","0.66666669","0.33333334","0","1","1","0","0","0","0","1","0","0","0","4","13","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","9","6","5","3406","0","0","1","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","0.66666669","0.5","0","0","0","0","1","1","0","0","0","0","1","0","0","0","4","10","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","10","6","1","3406","0","0","1","3","3","1","1","0","0","32","32","64","1","1","1","0","1","1","0.33333334","0","0","0.33333334","1","0","1","1","0","0","0","0","1","0","0","0","4","16","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","11","6","2","3406","0","0","1","2","2","1","0","1","0","33","47","80","1","0","1","1","1","0","0.66666669","1","0","0","0","0","1","1","0","0","0","0","1","1","0","0","3","11","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","12","6","3","3406","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","3","12","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","13","6","4","3406","0","0","1","4","4","1","0","1","0","47","33","80","1","1","1","1","1","0.33333334","1","0","0","0","0.33333334","0","1","1","0","0","0","0","1","0","0","0","4","11","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","14","6","5","3406","0","0","1","3","3","1","1","0","0","32","32","64","1","1","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","1","6","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","15","6","2","3406","0","0","1","2","2","1","0","1","0","33","47","80","1","0","1","0.5","1","0","0.33333334","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","3","7","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","16","6","4","3406","0","0","1","4","4","1","0","1","0","47","33","80","1","0","1","1","1","0","0.66666669","0.5","0","0","0.33333334","0","1","1","0","0","0","0","1","0","0","0","3","16","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","17","6","1","3406","0","0","1","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","2","4","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","18","6","3","3406","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","0.5","0","0","0","0","1","1","0","0","0","0","1","0","0","0","4","11","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","35","1","7","4","71","0","1","0","5","2","0","0","0","0","8","-3","5","0","0","0","0","0","0","0","1","0","0.33333334","0.66666669","0","0","0","0","0","0","1","0","0","0","0","3","2","0","0","0","0","0","1","0","0.33333334","0.66666669","0"
"CH/A-D","35","2","7","5","71","0","1","0","5","2","0","0","0","0","12","-7","5","1","0.5","1","1","1","0","0.33333334","0.66666669","0","0","1","0","0.5","0.5","0","0","0","0","0","0.5","0","0","8","7","0","0","0","0","0.33333334","0.66666669","0","0","1","0"
"CH/A-D","35","3","7","2","71","0","1","0","2","2","1","0","1","0","33","47","80","1","0","1","1","0.5","0","0","1","0.33333334","0","0.66666669","0.5","1","1","0","0","0","0","1","0","0","0","16","10","0","1","0.5","0","0","1","0","0","0.66666669","0"
"CH/A-D","35","4","7","3","71","0","1","0","4","3","0","0","0","0","29","26","55","1","0.5","0.5","0","0.5","0","0.33333334","1","0","0","0.66666669","0","0.5","0.5","0","0","0","0","0","0.5","0","0","9","11","0","0","0.5","0","0","1","0","0","0.66666669","0"
"CH/A-D","35","5","7","2","71","0","1","0","2","2","1","0","1","0","33","47","80","0.5","0","0.5","0.5","0.5","0.33333334","0.33333334","0.66666669","0","0","1","0","0.5","0.5","0","0","0","0","0.5","0","0","0","16","8","0","0.5","0","0.33333334","0.33333334","0","0","0","1","0"
"CH/A-D","35","6","7","3","71","0","1","0","3","3","1","1","1","0","40","40","80","0","0","0","0","0","0","0.66666669","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","5","10","0","0","0","0","0","0","0","0","0.66666669","0"
"CH/A-D","35","7","7","1","71","0","1","0","1","1","1","0","1","0","26","54","80","0","0","0","0","0","0","0","0","0.66666669","0.66666669","1","0","0","0","0","0","0","1","0","0","0","0","13","12","0","0","0","0","0","0","0","0.33333334","1","0"
"CH/A-D","35","8","7","4","71","0","1","0","4","4","1","0","1","0","47","33","80","0","0","0","0","0","0","0","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","7","6","0","0","0","0","0","0","0","0","0.66666669","0"
"CH/A-D","35","9","7","5","71","0","1","0","5","5","1","0","1","0","54","26","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","12","8","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","35","10","7","1","71","0","1","0","1","1","1","0","1","0","26","54","80","0","0","0","0","0","0.66666669","0.66666669","0.33333334","0.66666669","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","30","17","0","0","0","0.66666669","0.66666669","0.33333334","0","0","0.66666669","0"
"CH/A-D","35","11","7","5","71","0","1","0","5","5","1","0","1","0","54","26","80","0","0","0","0","0","0","0","0","0.66666669","0","0","0","0","0","0","0","0","1","0","0","0","0","14","10","0","0","0","0","0","0","0.66666669","0","0","0"
"CH/A-D","35","12","7","5","71","0","1","0","5","5","1","0","1","0","54","26","80","0","0","0","0","0","0","0.33333334","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","10","5","0","0","0","0","0.33333334","0","0","0","0","0"
"CH/A-D","35","13","7","3","71","0","1","0","3","3","1","1","1","0","40","40","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4","8","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","35","14","7","5","71","0","1","0","5","5","1","0","1","0","54","26","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","5","7","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","35","15","7","1","71","0","1","0","1","1","1","0","1","0","26","54","80","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0.5","0","0","0","0","0.5","0","0","0","14","10","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","35","16","7","4","71","0","1","0","4","4","1","0","1","0","47","33","80","0","0","0","0","0","0","0","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","3","5","0","0","0","0","0","0","0","0","0.66666669","0"
"CH/A-D","35","17","7","2","71","0","1","0","2","2","1","0","1","0","33","47","80","0","0","0","0","0","0","0","0","0","0.66666669","0.33333334","0","0","0","0","0","0","1","0","0","0","0","9","11","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","35","18","7","2","71","0","1","0","2","2","1","0","1","0","33","47","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","12","8","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","1","7","4","72","0","1","0","5","3","0","0","0","0","22","8","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","2","7","5","72","0","1","0","3","3","1","1","0","0","32","32","64","1","1","1","1","1","0.66666669","0.66666669","0.66666669","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","5","13","0","0","1","0.33333334","0.66666669","0","0","0","0","0"
"CH/A-D","36","3","7","2","72","0","1","0","2","2","1","0","1","0","33","47","80","1","1","1","1","1","0","1","0","0.66666669","0.33333334","0","0","0","0","0","0","0","1","0","0","0","0","2","18","0","0","0","0","1","0","0.66666669","0","0","0"
"CH/A-D","36","4","7","3","72","0","1","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0.66666669","0.66666669","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","1","14","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","5","7","2","72","0","1","0","4","4","1","0","0","1","39","25","64","1","0","0","0","1","0","0.66666669","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","13","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","6","7","3","72","0","1","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","1","14","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","7","7","1","72","0","1","0","1","1","1","0","1","0","26","54","80","1","0","1","1","1","0","0.66666669","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","1","12","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","8","7","4","72","0","1","0","4","4","1","0","1","0","47","33","80","1","0","1","1","1","0.33333334","1","0.66666669","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","9","7","5","72","0","1","0","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","0","0","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","1","14","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","10","7","1","72","0","1","0","1","1","1","0","1","0","26","54","80","1","1","1","1","1","0","1","0.66666669","0.66666669","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","3","22","0","0","0","0","0","0","0","0","0.66666669","0"
"CH/A-D","36","11","7","5","72","0","1","0","5","5","1","0","1","0","54","26","80","1","0","1","1","1","0","0.66666669","0","0","0.66666669","0.66666669","0","0","0","0","0","0","1","0","0","0","0","2","14","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","12","7","5","72","0","1","0","5","5","1","0","1","0","54","26","80","1","0","1","1","1","0","0.66666669","0","0","0.33333334","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","13","7","3","72","0","1","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0.66666669","0.66666669","0","0.66666669","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","14","7","5","72","0","1","0","5","5","1","0","1","0","54","26","80","1","0","1","1","1","0","0.66666669","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","15","7","1","72","0","1","0","1","1","1","0","1","0","26","54","80","1","0","1","1","1","0","0","0.33333334","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","7","26","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","16","7","4","72","0","1","0","1","1","1","0","0","1","14","42","56","1","1","0","0","1","0","0.66666669","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","1","20","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","17","7","2","72","0","1","0","3","3","1","1","0","0","36","36","72","1","0.5","0","0","1","0","0.66666669","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","2","16","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","18","7","2","72","0","1","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0","0","0.66666669","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","6","21","0","0","0","0","0","0","0","0","0.66666669","0"
"CH/A-D","37","1","7","4","73","0","1","0","4","2","0","0","0","0","19","5","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","2","7","5","73","0","1","0","4","3","0","0","0","0","29","18","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","3","7","2","73","0","1","0","5","4","0","0","0","0","28","11","39","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","2","8","0","0","0","0","0","0","0","0","0.66666669","0"
"CH/A-D","37","4","7","3","73","0","1","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0.66666669","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","6","7","0","0","0.5","0","0","0","0","0","0.66666669","0"
"CH/A-D","37","5","7","2","73","0","1","0","1","1","1","0","0","1","22","50","72","1","0","0","0","1","0","0.66666669","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","6","7","3","73","0","1","0","5","5","1","0","0","1","46","18","64","1","0","0","0","0","0","1","0.33333334","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","7","7","1","73","0","1","0","4","3","0","0","0","0","21","18","39","1","1","0","0","1","0","1","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","8","7","4","73","0","1","0","2","2","1","0","0","1","25","39","64","1","0","0","0","1","0","1","0.66666669","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","4","5","0","0","0","0","0","0.66666669","0","0","0.66666669","0"
"CH/A-D","37","9","7","5","73","0","1","0","3","3","1","1","0","0","32","32","64","1","1","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","10","7","1","73","0","1","0","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","0.66666669","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","2","12","0","0","0","0","0","0","0","0","0.66666669","0"
